province,noc_name,noc_code,repyr,statistic,mean_value
Ontario,Government managers - health and social policy development and program administration,411,2015,Average offered hourly wage (dollars),55.78333333
Ontario,Government managers - health and social policy development and program administration,411,2015,Job vacancies,20
Ontario,Government managers - health and social policy development and program administration,411,2016,Average offered hourly wage (dollars),52.9
Ontario,Government managers - health and social policy development and program administration,411,2016,Job vacancies,40
Ontario,Graphic arts technicians,5223,2015,Average offered hourly wage (dollars),.
Ontario,Graphic arts technicians,5223,2015,Job vacancies,.
Ontario,Graphic arts technicians,5223,2016,Average offered hourly wage (dollars),19.525
Ontario,Graphic arts technicians,5223,2016,Job vacancies,35
Ontario,Graphic designers and illustrators,5241,2015,Average offered hourly wage (dollars),24.25
Ontario,Graphic designers and illustrators,5241,2015,Job vacancies,445
Ontario,Graphic designers and illustrators,5241,2016,Average offered hourly wage (dollars),22.525
Ontario,Graphic designers and illustrators,5241,2016,Job vacancies,507.5
Ontario,Ground and water transport ticket agents; cargo service representatives and related clerks,6524,2015,Average offered hourly wage (dollars),.
Ontario,Ground and water transport ticket agents; cargo service representatives and related clerks,6524,2015,Job vacancies,.
Ontario,Ground and water transport ticket agents; cargo service representatives and related clerks,6524,2016,Average offered hourly wage (dollars),.
Ontario,Ground and water transport ticket agents; cargo service representatives and related clerks,6524,2016,Job vacancies,.
Ontario,Hairstylists and barbers,6341,2015,Average offered hourly wage (dollars),12.76666667
Ontario,Hairstylists and barbers,6341,2015,Job vacancies,973.3333333
Ontario,Hairstylists and barbers,6341,2016,Average offered hourly wage (dollars),12.65
Ontario,Hairstylists and barbers,6341,2016,Job vacancies,710
Ontario,Harvesting labourers,8611,2015,Average offered hourly wage (dollars),11.43333333
Ontario,Harvesting labourers,8611,2015,Job vacancies,1151.666667
Ontario,Harvesting labourers,8611,2016,Average offered hourly wage (dollars),11.25
Ontario,Harvesting labourers,8611,2016,Job vacancies,515
Ontario,Health information management occupations,1252,2015,Average offered hourly wage (dollars),25.05
Ontario,Health information management occupations,1252,2015,Job vacancies,45
Ontario,Health information management occupations,1252,2016,Average offered hourly wage (dollars),28.75
Ontario,Health information management occupations,1252,2016,Job vacancies,30
Ontario,Health policy researchers; consultants and program officers,4165,2015,Average offered hourly wage (dollars),31.18333333
Ontario,Health policy researchers; consultants and program officers,4165,2015,Job vacancies,280
Ontario,Health policy researchers; consultants and program officers,4165,2016,Average offered hourly wage (dollars),28.5
Ontario,Health policy researchers; consultants and program officers,4165,2016,Job vacancies,207.5
Ontario,Heavy-duty equipment mechanics,7312,2015,Average offered hourly wage (dollars),25.68333333
Ontario,Heavy-duty equipment mechanics,7312,2015,Job vacancies,415
Ontario,Heavy-duty equipment mechanics,7312,2016,Average offered hourly wage (dollars),24.7
Ontario,Heavy-duty equipment mechanics,7312,2016,Job vacancies,230
Ontario,Heavy equipment operators (except crane),7521,2015,Average offered hourly wage (dollars),22.28333333
Ontario,Heavy equipment operators (except crane),7521,2015,Job vacancies,225
Ontario,Heavy equipment operators (except crane),7521,2016,Average offered hourly wage (dollars),22.45
Ontario,Heavy equipment operators (except crane),7521,2016,Job vacancies,315
Ontario,Home building and renovation managers,712,2015,Average offered hourly wage (dollars),.
Ontario,Home building and renovation managers,712,2015,Job vacancies,.
Ontario,Home building and renovation managers,712,2016,Average offered hourly wage (dollars),.
Ontario,Home building and renovation managers,712,2016,Job vacancies,.
Ontario,Home child care providers,4411,2015,Average offered hourly wage (dollars),.
Ontario,Home child care providers,4411,2015,Job vacancies,.
Ontario,Home child care providers,4411,2016,Average offered hourly wage (dollars),11.85
Ontario,Home child care providers,4411,2016,Job vacancies,.
Ontario,Home support workers; housekeepers and related occupations,4412,2015,Average offered hourly wage (dollars),14.8
Ontario,Home support workers; housekeepers and related occupations,4412,2015,Job vacancies,817.5
Ontario,Home support workers; housekeepers and related occupations,4412,2016,Average offered hourly wage (dollars),15.8
Ontario,Home support workers; housekeepers and related occupations,4412,2016,Job vacancies,967.5
Ontario,Hotel front desk clerks,6525,2015,Average offered hourly wage (dollars),12.68333333
Ontario,Hotel front desk clerks,6525,2015,Job vacancies,243.3333333
Ontario,Hotel front desk clerks,6525,2016,Average offered hourly wage (dollars),13
Ontario,Hotel front desk clerks,6525,2016,Job vacancies,412.5
Ontario,Human resources and recruitment officers,1223,2015,Average offered hourly wage (dollars),20.96666667
Ontario,Human resources and recruitment officers,1223,2015,Job vacancies,466.6666667
Ontario,Human resources and recruitment officers,1223,2016,Average offered hourly wage (dollars),22.15
Ontario,Human resources and recruitment officers,1223,2016,Job vacancies,442.5
Ontario,Human resources managers,112,2015,Average offered hourly wage (dollars),35.98333333
Ontario,Human resources managers,112,2015,Job vacancies,325
Ontario,Human resources managers,112,2016,Average offered hourly wage (dollars),39.25
Ontario,Human resources managers,112,2016,Job vacancies,422.5
Ontario,Human resources professionals,1121,2015,Average offered hourly wage (dollars),30.48333333
Ontario,Human resources professionals,1121,2015,Job vacancies,477.5
Ontario,Human resources professionals,1121,2016,Average offered hourly wage (dollars),29.825
Ontario,Human resources professionals,1121,2016,Job vacancies,550
Ontario,Image; social and other personal consultants,6561,2015,Average offered hourly wage (dollars),.
Ontario,Image; social and other personal consultants,6561,2015,Job vacancies,.
Ontario,Image; social and other personal consultants,6561,2016,Average offered hourly wage (dollars),.
Ontario,Image; social and other personal consultants,6561,2016,Job vacancies,.
Ontario,Industrial and manufacturing engineers,2141,2015,Average offered hourly wage (dollars),30.15
Ontario,Industrial and manufacturing engineers,2141,2015,Job vacancies,290
Ontario,Industrial and manufacturing engineers,2141,2016,Average offered hourly wage (dollars),30.575
Ontario,Industrial and manufacturing engineers,2141,2016,Job vacancies,285
Ontario,Industrial butchers and meat cutters; poultry preparers and related workers,9462,2015,Average offered hourly wage (dollars),.
Ontario,Industrial butchers and meat cutters; poultry preparers and related workers,9462,2015,Job vacancies,.
Ontario,Industrial butchers and meat cutters; poultry preparers and related workers,9462,2016,Average offered hourly wage (dollars),15.75
Ontario,Industrial butchers and meat cutters; poultry preparers and related workers,9462,2016,Job vacancies,95
Ontario,Industrial designers,2252,2015,Average offered hourly wage (dollars),18.55
Ontario,Industrial designers,2252,2015,Job vacancies,.
Ontario,Industrial designers,2252,2016,Average offered hourly wage (dollars),24.8
Ontario,Industrial designers,2252,2016,Job vacancies,.
Ontario,Industrial electricians,7242,2015,Average offered hourly wage (dollars),28.43333333
Ontario,Industrial electricians,7242,2015,Job vacancies,231.6666667
Ontario,Industrial electricians,7242,2016,Average offered hourly wage (dollars),29.8
Ontario,Industrial electricians,7242,2016,Job vacancies,145
Ontario,Industrial engineering and manufacturing technologists and technicians,2233,2015,Average offered hourly wage (dollars),23.95
Ontario,Industrial engineering and manufacturing technologists and technicians,2233,2015,Job vacancies,371.6666667
Ontario,Industrial engineering and manufacturing technologists and technicians,2233,2016,Average offered hourly wage (dollars),23.9
Ontario,Industrial engineering and manufacturing technologists and technicians,2233,2016,Job vacancies,327.5
Ontario,Industrial instrument technicians and mechanics,2243,2015,Average offered hourly wage (dollars),.
Ontario,Industrial instrument technicians and mechanics,2243,2015,Job vacancies,.
Ontario,Industrial instrument technicians and mechanics,2243,2016,Average offered hourly wage (dollars),27.6
Ontario,Industrial instrument technicians and mechanics,2243,2016,Job vacancies,27.5
Ontario,Industrial painters; coaters and metal finishing process operators,9536,2015,Average offered hourly wage (dollars),15.9
Ontario,Industrial painters; coaters and metal finishing process operators,9536,2015,Job vacancies,.
Ontario,Industrial painters; coaters and metal finishing process operators,9536,2016,Average offered hourly wage (dollars),15.325
Ontario,Industrial painters; coaters and metal finishing process operators,9536,2016,Job vacancies,95
Ontario,Industrial sewing machine operators,9446,2015,Average offered hourly wage (dollars),14.6
Ontario,Industrial sewing machine operators,9446,2015,Job vacancies,.
Ontario,Industrial sewing machine operators,9446,2016,Average offered hourly wage (dollars),.
Ontario,Industrial sewing machine operators,9446,2016,Job vacancies,.
Ontario,Information systems analysts and consultants,2171,2015,Average offered hourly wage (dollars),32.7
Ontario,Information systems analysts and consultants,2171,2015,Job vacancies,1296.666667
Ontario,Information systems analysts and consultants,2171,2016,Average offered hourly wage (dollars),34.025
Ontario,Information systems analysts and consultants,2171,2016,Job vacancies,1520
Ontario,Information systems testing technicians,2283,2015,Average offered hourly wage (dollars),35.28333333
Ontario,Information systems testing technicians,2283,2015,Job vacancies,.
Ontario,Information systems testing technicians,2283,2016,Average offered hourly wage (dollars),33.225
Ontario,Information systems testing technicians,2283,2016,Job vacancies,115
Ontario,Inspectors and graders; textile; fabric; fur and leather products manufacturing,9447,2015,Average offered hourly wage (dollars),.
Ontario,Inspectors and graders; textile; fabric; fur and leather products manufacturing,9447,2015,Job vacancies,.
Ontario,Inspectors and graders; textile; fabric; fur and leather products manufacturing,9447,2016,Average offered hourly wage (dollars),.
Ontario,Inspectors and graders; textile; fabric; fur and leather products manufacturing,9447,2016,Job vacancies,.
Ontario,Inspectors and testers; mineral and metal processing,9415,2015,Average offered hourly wage (dollars),.
Ontario,Inspectors and testers; mineral and metal processing,9415,2015,Job vacancies,.
Ontario,Inspectors and testers; mineral and metal processing,9415,2016,Average offered hourly wage (dollars),.
Ontario,Inspectors and testers; mineral and metal processing,9415,2016,Job vacancies,.
Ontario,Inspectors in public and environmental health and occupational health and safety,2263,2015,Average offered hourly wage (dollars),32.3
Ontario,Inspectors in public and environmental health and occupational health and safety,2263,2015,Job vacancies,127.5
Ontario,Inspectors in public and environmental health and occupational health and safety,2263,2016,Average offered hourly wage (dollars),29.85
Ontario,Inspectors in public and environmental health and occupational health and safety,2263,2016,Job vacancies,72.5
Ontario,Instructors of persons with disabilities,4215,2015,Average offered hourly wage (dollars),16.7
Ontario,Instructors of persons with disabilities,4215,2015,Job vacancies,.
Ontario,Instructors of persons with disabilities,4215,2016,Average offered hourly wage (dollars),.
Ontario,Instructors of persons with disabilities,4215,2016,Job vacancies,.
Ontario,Insulators,7293,2015,Average offered hourly wage (dollars),.
Ontario,Insulators,7293,2015,Job vacancies,.
Ontario,Insulators,7293,2016,Average offered hourly wage (dollars),.
Ontario,Insulators,7293,2016,Job vacancies,.
Ontario,Insurance adjusters and claims examiners,1312,2015,Average offered hourly wage (dollars),28.88333333
Ontario,Insurance adjusters and claims examiners,1312,2015,Job vacancies,157.5
Ontario,Insurance adjusters and claims examiners,1312,2016,Average offered hourly wage (dollars),29.55
Ontario,Insurance adjusters and claims examiners,1312,2016,Job vacancies,167.5
Ontario,Insurance agents and brokers,6231,2015,Average offered hourly wage (dollars),20.36666667
Ontario,Insurance agents and brokers,6231,2015,Job vacancies,568.3333333
Ontario,Insurance agents and brokers,6231,2016,Average offered hourly wage (dollars),20.15
Ontario,Insurance agents and brokers,6231,2016,Job vacancies,485
Ontario,Insurance underwriters,1313,2015,Average offered hourly wage (dollars),28.76666667
Ontario,Insurance underwriters,1313,2015,Job vacancies,300
Ontario,Insurance underwriters,1313,2016,Average offered hourly wage (dollars),30.1
Ontario,Insurance underwriters,1313,2016,Job vacancies,187.5
Ontario,Insurance; real estate and financial brokerage managers,121,2015,Average offered hourly wage (dollars),40.55
Ontario,Insurance; real estate and financial brokerage managers,121,2015,Job vacancies,380
Ontario,Insurance; real estate and financial brokerage managers,121,2016,Average offered hourly wage (dollars),42.525
Ontario,Insurance; real estate and financial brokerage managers,121,2016,Job vacancies,287.5
Ontario,Interior designers and interior decorators,5242,2015,Average offered hourly wage (dollars),16.16666667
Ontario,Interior designers and interior decorators,5242,2015,Job vacancies,.
Ontario,Interior designers and interior decorators,5242,2016,Average offered hourly wage (dollars),16.55
Ontario,Interior designers and interior decorators,5242,2016,Job vacancies,.
Ontario,Ironworkers,7236,2015,Average offered hourly wage (dollars),.
Ontario,Ironworkers,7236,2015,Job vacancies,.
Ontario,Ironworkers,7236,2016,Average offered hourly wage (dollars),.
Ontario,Ironworkers,7236,2016,Job vacancies,.
Ontario,Janitors; caretakers and building superintendents,6733,2015,Average offered hourly wage (dollars),15.06666667
Ontario,Janitors; caretakers and building superintendents,6733,2015,Job vacancies,1008.333333
Ontario,Janitors; caretakers and building superintendents,6733,2016,Average offered hourly wage (dollars),15.5
Ontario,Janitors; caretakers and building superintendents,6733,2016,Job vacancies,1225
Ontario,Jewellers; jewellery and watch repairers and related occupations,6344,2015,Average offered hourly wage (dollars),.
Ontario,Jewellers; jewellery and watch repairers and related occupations,6344,2015,Job vacancies,.
Ontario,Jewellers; jewellery and watch repairers and related occupations,6344,2016,Average offered hourly wage (dollars),.
Ontario,Jewellers; jewellery and watch repairers and related occupations,6344,2016,Job vacancies,.
Ontario,Journalists,5123,2015,Average offered hourly wage (dollars),22.8
Ontario,Journalists,5123,2015,Job vacancies,45
Ontario,Journalists,5123,2016,Average offered hourly wage (dollars),24.15
Ontario,Journalists,5123,2016,Job vacancies,15
Ontario,Judges,4111,2015,Average offered hourly wage (dollars),.
Ontario,Judges,4111,2015,Job vacancies,.
Ontario,Judges,4111,2016,Average offered hourly wage (dollars),.
Ontario,Judges,4111,2016,Job vacancies,.
Ontario,Labourers in chemical products processing and utilities,9613,2015,Average offered hourly wage (dollars),13.65
Ontario,Labourers in chemical products processing and utilities,9613,2015,Job vacancies,90
Ontario,Labourers in chemical products processing and utilities,9613,2016,Average offered hourly wage (dollars),14.25
Ontario,Labourers in chemical products processing and utilities,9613,2016,Job vacancies,110
Ontario,Labourers in fish and seafood processing,9618,2015,Average offered hourly wage (dollars),.
Ontario,Labourers in fish and seafood processing,9618,2015,Job vacancies,.
Ontario,Labourers in fish and seafood processing,9618,2016,Average offered hourly wage (dollars),.
Ontario,Labourers in fish and seafood processing,9618,2016,Job vacancies,.
Ontario,Labourers in food; beverage and associated products processing,9617,2015,Average offered hourly wage (dollars),14.48333333
Ontario,Labourers in food; beverage and associated products processing,9617,2015,Job vacancies,773.3333333
Ontario,Labourers in food; beverage and associated products processing,9617,2016,Average offered hourly wage (dollars),14.525
Ontario,Labourers in food; beverage and associated products processing,9617,2016,Job vacancies,777.5
Ontario,Labourers in metal fabrication,9612,2015,Average offered hourly wage (dollars),15.16666667
Ontario,Labourers in metal fabrication,9612,2015,Job vacancies,330
Ontario,Labourers in metal fabrication,9612,2016,Average offered hourly wage (dollars),14.225
Ontario,Labourers in metal fabrication,9612,2016,Job vacancies,207.5
Ontario,Labourers in mineral and metal processing,9611,2015,Average offered hourly wage (dollars),15.93333333
Ontario,Labourers in mineral and metal processing,9611,2015,Job vacancies,165
Ontario,Labourers in mineral and metal processing,9611,2016,Average offered hourly wage (dollars),14.9
Ontario,Labourers in mineral and metal processing,9611,2016,Job vacancies,75
Ontario,Labourers in rubber and plastic products manufacturing,9615,2015,Average offered hourly wage (dollars),14.56666667
Ontario,Labourers in rubber and plastic products manufacturing,9615,2015,Job vacancies,135
Ontario,Labourers in rubber and plastic products manufacturing,9615,2016,Average offered hourly wage (dollars),13.85
Ontario,Labourers in rubber and plastic products manufacturing,9615,2016,Job vacancies,205
Ontario,Labourers in textile processing,9616,2015,Average offered hourly wage (dollars),.
Ontario,Labourers in textile processing,9616,2015,Job vacancies,.
Ontario,Labourers in textile processing,9616,2016,Average offered hourly wage (dollars),.
Ontario,Labourers in textile processing,9616,2016,Job vacancies,.
Ontario,Labourers in wood; pulp and paper processing,9614,2015,Average offered hourly wage (dollars),13.86666667
Ontario,Labourers in wood; pulp and paper processing,9614,2015,Job vacancies,180
Ontario,Labourers in wood; pulp and paper processing,9614,2016,Average offered hourly wage (dollars),15.75
Ontario,Labourers in wood; pulp and paper processing,9614,2016,Job vacancies,200
Ontario,Land survey technologists and technicians,2254,2015,Average offered hourly wage (dollars),.
Ontario,Land survey technologists and technicians,2254,2015,Job vacancies,.
Ontario,Land survey technologists and technicians,2254,2016,Average offered hourly wage (dollars),.
Ontario,Land survey technologists and technicians,2254,2016,Job vacancies,.
Ontario,Land surveyors,2154,2015,Average offered hourly wage (dollars),.
Ontario,Land surveyors,2154,2015,Job vacancies,.
Ontario,Land surveyors,2154,2016,Average offered hourly wage (dollars),.
Ontario,Land surveyors,2154,2016,Job vacancies,.
Ontario,Landscape and horticulture technicians and specialists,2225,2015,Average offered hourly wage (dollars),16.78333333
Ontario,Landscape and horticulture technicians and specialists,2225,2015,Job vacancies,655
Ontario,Landscape and horticulture technicians and specialists,2225,2016,Average offered hourly wage (dollars),19.375
Ontario,Landscape and horticulture technicians and specialists,2225,2016,Job vacancies,337.5
Ontario,Landscape architects,2152,2015,Average offered hourly wage (dollars),.
Ontario,Landscape architects,2152,2015,Job vacancies,.
Ontario,Landscape architects,2152,2016,Average offered hourly wage (dollars),.
Ontario,Landscape architects,2152,2016,Job vacancies,.
Ontario,Landscaping and grounds maintenance labourers,8612,2015,Average offered hourly wage (dollars),13.95
Ontario,Landscaping and grounds maintenance labourers,8612,2015,Job vacancies,1413.333333
Ontario,Landscaping and grounds maintenance labourers,8612,2016,Average offered hourly wage (dollars),13.725
Ontario,Landscaping and grounds maintenance labourers,8612,2016,Job vacancies,2042.5
Ontario,Lawyers and Quebec notaries,4112,2015,Average offered hourly wage (dollars),45.875
Ontario,Lawyers and Quebec notaries,4112,2015,Job vacancies,.
Ontario,Lawyers and Quebec notaries,4112,2016,Average offered hourly wage (dollars),45.1
Ontario,Lawyers and Quebec notaries,4112,2016,Job vacancies,270
Ontario,Legal administrative assistants,1242,2015,Average offered hourly wage (dollars),21.08333333
Ontario,Legal administrative assistants,1242,2015,Job vacancies,298.3333333
Ontario,Legal administrative assistants,1242,2016,Average offered hourly wage (dollars),21.25
Ontario,Legal administrative assistants,1242,2016,Job vacancies,227.5
Ontario,Legislators,11,2015,Average offered hourly wage (dollars),.
Ontario,Legislators,11,2015,Job vacancies,.
Ontario,Legislators,11,2016,Average offered hourly wage (dollars),.
Ontario,Legislators,11,2016,Job vacancies,.
Ontario,Letter carriers,1512,2015,Average offered hourly wage (dollars),.
Ontario,Letter carriers,1512,2015,Job vacancies,.
Ontario,Letter carriers,1512,2016,Average offered hourly wage (dollars),.
Ontario,Letter carriers,1512,2016,Job vacancies,.
Ontario,Librarians,5111,2015,Average offered hourly wage (dollars),25.05
Ontario,Librarians,5111,2015,Job vacancies,.
Ontario,Librarians,5111,2016,Average offered hourly wage (dollars),27.75
Ontario,Librarians,5111,2016,Job vacancies,25
Ontario,Library and public archive technicians,5211,2015,Average offered hourly wage (dollars),21.525
Ontario,Library and public archive technicians,5211,2015,Job vacancies,27.5
Ontario,Library and public archive technicians,5211,2016,Average offered hourly wage (dollars),17
Ontario,Library and public archive technicians,5211,2016,Job vacancies,45
Ontario,Library assistants and clerks,1451,2015,Average offered hourly wage (dollars),16.61666667
Ontario,Library assistants and clerks,1451,2015,Job vacancies,110
Ontario,Library assistants and clerks,1451,2016,Average offered hourly wage (dollars),20.975
Ontario,Library assistants and clerks,1451,2016,Job vacancies,55
Ontario,Library; archive; museum and art gallery managers,511,2015,Average offered hourly wage (dollars),35.15
Ontario,Library; archive; museum and art gallery managers,511,2015,Job vacancies,10
Ontario,Library; archive; museum and art gallery managers,511,2016,Average offered hourly wage (dollars),.
Ontario,Library; archive; museum and art gallery managers,511,2016,Job vacancies,.
Ontario,Licensed practical nurses,3233,2015,Average offered hourly wage (dollars),26.46666667
Ontario,Licensed practical nurses,3233,2015,Job vacancies,568.3333333
Ontario,Licensed practical nurses,3233,2016,Average offered hourly wage (dollars),26.325
Ontario,Licensed practical nurses,3233,2016,Job vacancies,682.5
Ontario,Light duty cleaners,6731,2015,Average offered hourly wage (dollars),12.61666667
Ontario,Light duty cleaners,6731,2015,Job vacancies,1661.666667
Ontario,Light duty cleaners,6731,2016,Average offered hourly wage (dollars),13.35
Ontario,Light duty cleaners,6731,2016,Job vacancies,1945
Ontario,Logging and forestry labourers,8616,2015,Average offered hourly wage (dollars),12.8
Ontario,Logging and forestry labourers,8616,2015,Job vacancies,.
Ontario,Logging and forestry labourers,8616,2016,Average offered hourly wage (dollars),.
Ontario,Logging and forestry labourers,8616,2016,Job vacancies,.
Ontario,Logging machinery operators,8241,2015,Average offered hourly wage (dollars),.
Ontario,Logging machinery operators,8241,2015,Job vacancies,.
Ontario,Logging machinery operators,8241,2016,Average offered hourly wage (dollars),.
Ontario,Logging machinery operators,8241,2016,Job vacancies,.
Ontario,Longshore workers,7451,2015,Average offered hourly wage (dollars),.
Ontario,Longshore workers,7451,2015,Job vacancies,.
Ontario,Longshore workers,7451,2016,Average offered hourly wage (dollars),.
Ontario,Longshore workers,7451,2016,Job vacancies,.
Ontario,Lumber graders and other wood processing inspectors and graders,9436,2015,Average offered hourly wage (dollars),.
Ontario,Lumber graders and other wood processing inspectors and graders,9436,2015,Job vacancies,.
Ontario,Lumber graders and other wood processing inspectors and graders,9436,2016,Average offered hourly wage (dollars),.
Ontario,Lumber graders and other wood processing inspectors and graders,9436,2016,Job vacancies,.
Ontario,Maitres d'hotel and hosts/hostesses,6511,2015,Average offered hourly wage (dollars),11.2
Ontario,Maitres d'hotel and hosts/hostesses,6511,2015,Job vacancies,402.5
Ontario,Maitres d'hotel and hosts/hostesses,6511,2016,Average offered hourly wage (dollars),11.525
Ontario,Maitres d'hotel and hosts/hostesses,6511,2016,Job vacancies,472.5
Ontario,Machine fitters,7316,2015,Average offered hourly wage (dollars),24.4
Ontario,Machine fitters,7316,2015,Job vacancies,.
Ontario,Machine fitters,7316,2016,Average offered hourly wage (dollars),.
Ontario,Machine fitters,7316,2016,Job vacancies,.
Ontario,Machine operators and inspectors; electrical apparatus manufacturing,9527,2015,Average offered hourly wage (dollars),.
Ontario,Machine operators and inspectors; electrical apparatus manufacturing,9527,2015,Job vacancies,.
Ontario,Machine operators and inspectors; electrical apparatus manufacturing,9527,2016,Average offered hourly wage (dollars),.
Ontario,Machine operators and inspectors; electrical apparatus manufacturing,9527,2016,Job vacancies,.
Ontario,Machine operators; mineral and metal processing,9411,2015,Average offered hourly wage (dollars),19.5
Ontario,Machine operators; mineral and metal processing,9411,2015,Job vacancies,40
Ontario,Machine operators; mineral and metal processing,9411,2016,Average offered hourly wage (dollars),15.025
Ontario,Machine operators; mineral and metal processing,9411,2016,Job vacancies,150
Ontario,Machining tool operators,9417,2015,Average offered hourly wage (dollars),16.35
Ontario,Machining tool operators,9417,2015,Job vacancies,448.3333333
Ontario,Machining tool operators,9417,2016,Average offered hourly wage (dollars),16.85
Ontario,Machining tool operators,9417,2016,Job vacancies,335
Ontario,Machinists and machining and tooling inspectors,7231,2015,Average offered hourly wage (dollars),19.8
Ontario,Machinists and machining and tooling inspectors,7231,2015,Job vacancies,606.6666667
Ontario,Machinists and machining and tooling inspectors,7231,2016,Average offered hourly wage (dollars),18.3
Ontario,Machinists and machining and tooling inspectors,7231,2016,Job vacancies,492.5
Ontario,Mail; postal and related workers,1511,2015,Average offered hourly wage (dollars),12.6
Ontario,Mail; postal and related workers,1511,2015,Job vacancies,240
Ontario,Mail; postal and related workers,1511,2016,Average offered hourly wage (dollars),.
Ontario,Mail; postal and related workers,1511,2016,Job vacancies,.
Ontario,Managers - publishing; motion pictures; broadcasting and performing arts,512,2015,Average offered hourly wage (dollars),34.45
Ontario,Managers - publishing; motion pictures; broadcasting and performing arts,512,2015,Job vacancies,55
Ontario,Managers - publishing; motion pictures; broadcasting and performing arts,512,2016,Average offered hourly wage (dollars),.
Ontario,Managers - publishing; motion pictures; broadcasting and performing arts,512,2016,Job vacancies,.
Ontario,Managers in agriculture,821,2015,Average offered hourly wage (dollars),.
Ontario,Managers in agriculture,821,2015,Job vacancies,.
Ontario,Managers in agriculture,821,2016,Average offered hourly wage (dollars),13.75
Ontario,Managers in agriculture,821,2016,Job vacancies,.
Ontario,Managers in aquaculture,823,2015,Average offered hourly wage (dollars),.
Ontario,Managers in aquaculture,823,2015,Job vacancies,.
Ontario,Managers in aquaculture,823,2016,Average offered hourly wage (dollars),.
Ontario,Managers in aquaculture,823,2016,Job vacancies,.
Ontario,Managers in customer and personal services; not elsewhere classified (n.e.c.),651,2015,Average offered hourly wage (dollars),22.8
Ontario,Managers in customer and personal services; not elsewhere classified (n.e.c.),651,2015,Job vacancies,65
Ontario,Managers in customer and personal services; not elsewhere classified (n.e.c.),651,2016,Average offered hourly wage (dollars),19.65
Ontario,Managers in customer and personal services; not elsewhere classified (n.e.c.),651,2016,Job vacancies,.
Ontario,Managers in health care,311,2015,Average offered hourly wage (dollars),47.23333333
Ontario,Managers in health care,311,2015,Job vacancies,228.3333333
Ontario,Managers in health care,311,2016,Average offered hourly wage (dollars),42.075
Ontario,Managers in health care,311,2016,Job vacancies,275
Ontario,Managers in horticulture,822,2015,Average offered hourly wage (dollars),.
Ontario,Managers in horticulture,822,2015,Job vacancies,.
Ontario,Managers in horticulture,822,2016,Average offered hourly wage (dollars),.
Ontario,Managers in horticulture,822,2016,Job vacancies,.
Ontario,Managers in natural resources production and fishing,811,2015,Average offered hourly wage (dollars),54.01666667
Ontario,Managers in natural resources production and fishing,811,2015,Job vacancies,11.66666667
Ontario,Managers in natural resources production and fishing,811,2016,Average offered hourly wage (dollars),50.65
Ontario,Managers in natural resources production and fishing,811,2016,Job vacancies,15
Ontario,Managers in social; community and correctional services,423,2015,Average offered hourly wage (dollars),34.1
Ontario,Managers in social; community and correctional services,423,2015,Job vacancies,147.5
Ontario,Managers in social; community and correctional services,423,2016,Average offered hourly wage (dollars),32.625
Ontario,Managers in social; community and correctional services,423,2016,Job vacancies,142.5
Ontario,Managers in transportation,731,2015,Average offered hourly wage (dollars),41.36666667
Ontario,Managers in transportation,731,2015,Job vacancies,55
Ontario,Managers in transportation,731,2016,Average offered hourly wage (dollars),43.25
Ontario,Managers in transportation,731,2016,Job vacancies,100
Ontario,Manufacturing managers,911,2015,Average offered hourly wage (dollars),38.86666667
Ontario,Manufacturing managers,911,2015,Job vacancies,363.3333333
Ontario,Manufacturing managers,911,2016,Average offered hourly wage (dollars),38.45
Ontario,Manufacturing managers,911,2016,Job vacancies,360
Ontario,Massage therapists,3236,2015,Average offered hourly wage (dollars),25.26666667
Ontario,Massage therapists,3236,2015,Job vacancies,.
Ontario,Massage therapists,3236,2016,Average offered hourly wage (dollars),29.95
Ontario,Massage therapists,3236,2016,Job vacancies,.
Ontario,Material handlers,7452,2015,Average offered hourly wage (dollars),14.25
Ontario,Material handlers,7452,2015,Job vacancies,1948.333333
Ontario,Material handlers,7452,2016,Average offered hourly wage (dollars),14.3
Ontario,Material handlers,7452,2016,Job vacancies,2005
Ontario,Mathematicians; statisticians and actuaries,2161,2015,Average offered hourly wage (dollars),41.35
Ontario,Mathematicians; statisticians and actuaries,2161,2015,Job vacancies,.
Ontario,Mathematicians; statisticians and actuaries,2161,2016,Average offered hourly wage (dollars),38.475
Ontario,Mathematicians; statisticians and actuaries,2161,2016,Job vacancies,157.5
Ontario,Mechanical assemblers and inspectors,9526,2015,Average offered hourly wage (dollars),17.25
Ontario,Mechanical assemblers and inspectors,9526,2015,Job vacancies,306.6666667
Ontario,Mechanical assemblers and inspectors,9526,2016,Average offered hourly wage (dollars),13.55
Ontario,Mechanical assemblers and inspectors,9526,2016,Job vacancies,185
Ontario,Mechanical engineering technologists and technicians,2232,2015,Average offered hourly wage (dollars),30.21666667
Ontario,Mechanical engineering technologists and technicians,2232,2015,Job vacancies,215
Ontario,Mechanical engineering technologists and technicians,2232,2016,Average offered hourly wage (dollars),27.25
Ontario,Mechanical engineering technologists and technicians,2232,2016,Job vacancies,170
Ontario,Mechanical engineers,2132,2015,Average offered hourly wage (dollars),31.25
Ontario,Mechanical engineers,2132,2015,Job vacancies,208.3333333
Ontario,Mechanical engineers,2132,2016,Average offered hourly wage (dollars),29.075
Ontario,Mechanical engineers,2132,2016,Job vacancies,247.5
Ontario,Medical administrative assistants,1243,2015,Average offered hourly wage (dollars),17.68333333
